,시도,시군구,읍면,동리,단지코드,단지명,단지분류,법정동주소,도로명주소,분양형태,사용승인일,가입일,동수,세대수,분양세대수,임대세대수,관리방식,난방방식,복도유형,시공사,시행사,주택관리업자,일반관리-관리방식,일반관리-인원,경비관리-관리방식,경비관리-인원,경비관리-계약업체,청소관리-관리방식,청소관리-인원,음식물 처리방법,소독관리-관리방식,연간소독횟수,소독방법,건물구조,전기-수전용량,전기-세대전기계약방식,전기안전관리자선임여부,화재수신반방식,급수방식,승강기관리형태,승강기(승객용),승강기(화물용),승강기(승객+화물),승강기(장애우),승강기(비상용),승강기(기타),총주차대수,지상주차대수,지하주차대수,CCTV대수,"주차관제, 홈네트워크",관리사무소 주소,관리사무소 연락처,관리사무소 팩스,부대복리시설,최고층수,최고층수(건축물대장상),지하층수,주소,위도,경도
2514,서울특별시,강동구,,암사동,A13471501,암사한강현대,아파트,서울특별시 강동구 암사동 442-1 암사한강현대,서울특별시 강동구 올림픽로104길 42,분양,19990531,20090727,3,417,417,0,위탁관리,개별난방,계단식,현대건설주식회사,율산아파트재건축조합,서림주택관리(주),위탁관리,5.0,위탁관리,5.0,국보종합관리(주),위탁관리,4.0,거점장비수거방식,위탁관리,12.0,"도포식,분무식,독이식",철근콘크리트구조,2150,단일계약,상주선임,P형,고가수조식,위탁관리,9.0,0.0,0.0,0.0,0.0,0.0,474,86.0,388.0,77.0,무,서울특별시 강동구 올림픽로104길 42 (암사동),0234269184,24412526.0,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",27,27.0,2,올림픽로104길 42,0.0,127.1310095
2515,서울특별시,강동구,,암사동,A13405003,프라이어팰리스,아파트,서울특별시 강동구 암사동 413 프라이어팰리스,서울특별시 강동구 고덕로 130,분양,20070709,20090511,22,1622,1622,0,위탁관리,개별난방,계단식,"현대,대림","현대,대림",서림주택관리(주),위탁관리,12.0,위탁관리,13.0,SK쉴더스(주),위탁관리,19.0,음식물쓰레기종량제,위탁관리,12.0,"도포식,분무식,기구부착식,기구설치식",철근콘크리트구조,8500,종합계약,상주선임,R형,부스타방식,위탁관리,35.0,0.0,0.0,0.0,0.0,0.0,2185,0.0,2185.0,408.0,무,서울시 강동구 고덕로 130 (암사동 413),0234274569,234274571.0,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",30,30.0,2,고덕로 130,0.0,127.1730005
2516,서울특별시,강동구,,암사동,A10025174,힐스테이트강동리버뷰,아파트,서울특별시 강동구 암사동 675 힐스테이트강동리버뷰,서울특별시 강동구 올림픽로91길 30,임대+분양,20191112,20191206,5,460,313,147,위탁관리,개별난방,계단식,현대엔지니어링,한국자산신탁,우리관리(주),위탁관리,5.0,위탁관리,3.0,(주)홈스웰,위탁관리,5.0,차량수거방식,위탁관리,12.0,"분무식,독이식",철골철근콘크리트구조,2400,단일계약,상주선임,R형,부스타방식,위탁관리,11.0,0.0,0.0,0.0,0.0,0.0,587,0.0,587.0,199.0,유,서울시 강동구 올림픽로91길 30,024269915,24269916.0,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",26,26.0,3,올림픽로91길 30,0.0,127.1246525
2517,서울특별시,강동구,,성내동,A13484004,SK허브진주상복합아파트,주상복합,서울특별시 강동구 성내동 194 SK허브진주상복합아파트,서울특별시 강동구 천호대로 1092,분양,20041021,20090821,1,325,325,0,위탁관리,개별난방,복도식,SK건설,(주)리얼리치,(주)국제안전시스템,위탁관리,4.0,자치관리,3.0,,자치관리,3.0,차량수거방식,위탁관리,10.0,"분무식,기구부착식,독이식",철골콘크리트구조,700,단일계약,위탁선임,R형,부스타방식,위탁관리,3.0,0.0,2.0,1.0,0.0,0.0,244,16.0,228.0,84.0,무,"서울시 강동구 천호대로1092 SK허브진 관리사무소 (성내동, SK허브진 관리사무소)",024785928,24785929.0,관리사무소,15,15.0,3,천호대로 1092,0.0,127.0751644
2518,서울특별시,강동구,,성내동,A13484501,둔촌역청구아파트,아파트,서울특별시 강동구 성내동 419-1 둔촌역청구아파트,서울특별시 강동구 풍성로 196,분양,19990311,20090511,2,222,222,0,위탁관리,개별난방,혼합식,(주)청구주택,둔촌역지역주택조합,(주)동우개발,위탁관리,4.0,위탁관리,3.0,주식회사진성관리,위탁관리,2.0,기타,위탁관리,11.0,분무식,철근콘크리트구조,700,종합계약,위탁선임,P형,고가수조식,위탁관리,5.0,0.0,0.0,0.0,0.0,0.0,222,55.0,167.0,32.0,무,서울시 강동구 풍성로 196 둔촌역청구아파트 관리사무소,024867255,24867256.0,"관리사무소, 노인정, 어린이놀이터",19,19.0,2,풍성로 196,0.0,127.12854
2519,서울특별시,강동구,,성내동,A13484201,성내1차e-편한세상,아파트,서울특별시 강동구 성내동 598 성내1차e-편한세상,서울특별시 강동구 천호대로168길 58,분양,20031114,20090511,3,203,203,0,위탁관리,개별난방,계단식,삼호건설,삼호건설,우진관리주식회사,위탁관리,2.0,위탁관리,4.0,우진관리(주),위탁관리,2.0,차량수거방식,위탁관리,12.0,분무식,철근콘크리트구조,800,종합계약,위탁선임,P형,부스타방식,위탁관리,8.0,0.0,0.0,0.0,0.0,0.0,263,68.0,195.0,64.0,무,서울 강동구 천호대로 168길 51,024735566,24734455.0,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,15.0,0,천호대로168길 58,0.0,127.1318221
2520,서울특별시,강동구,,성내동,A13403001,성내2차e-편한세상,아파트,서울특별시 강동구 성내동 137 성내2차e-편한세상,서울특별시 강동구 풍성로37길 55,분양,20041124,20090511,2,151,151,0,위탁관리,개별난방,계단식,(주)삼호,대농연립재건축조합,국제경보산업(주),위탁관리,2.0,위탁관리,3.0,국제경보산업,위탁관리,1.0,차량수거방식,위탁관리,12.0,분무식,철근콘크리트구조,600,종합계약,위탁선임,P형,부스타방식,위탁관리,7.0,0.0,0.0,0.0,0.0,0.0,184,28.0,156.0,41.0,무,서울 강동구 풍성로37길 54,024866688,24866644.0,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",13,13.0,1,풍성로37길 55,0.0,127.1257384
2521,서울특별시,강동구,,성내동,A13403101,성내삼성,아파트,서울특별시 강동구 성내동 590 성내삼성,서울특별시 강동구 풍성로38길 22,분양,19990901,20090511,10,1220,1220,0,위탁관리,중앙난방,혼합식,삼성물산(주),삼성물산(주),세화종합관리(주),위탁관리,11.0,위탁관리,20.0,엘림에스,위탁관리,10.0,음식물쓰레기종량제,위탁관리,12.0,"분무식,기구부착식,독이식",철근콘크리트구조,4496,단일계약,상주선임,R형,부스타방식,위탁관리,0.0,0.0,27.0,0.0,0.0,0.0,1262,370.0,892.0,148.0,유,서울시 강동구 풍성로128,024865721,264135721.0,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",28,28.0,3,풍성로38길 22,0.0,127.1247602
2522,서울특별시,강동구,,성내동,A13403002,성내성안청구,아파트,서울특별시 강동구 성내동 295 성내성안청구,서울특별시 강동구 풍성로 114-1,분양,20020725,20090511,2,349,349,0,위탁관리,개별난방,혼합식,청구,럭키외 5개조합,우리관리(주),위탁관리,5.0,위탁관리,3.0,예주산업,위탁관리,3.0,음식물쓰레기종량제,위탁관리,12.0,"분무식,독이식",철근콘크리트구조,1150,단일계약,상주선임,P형,고가수조식,위탁관리,7.0,0.0,0.0,0.0,0.0,0.0,343,44.0,299.0,51.0,무,서울특별시 강동구 풍성로 114-1,024702694,24702695.0,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",23,23.0,2,풍성로 114-1,0.0,127.1170894
2523,서울특별시,강동구,,성내동,A13484102,성내코오롱,아파트,서울특별시 강동구 성내동 196-8 성내코오롱,서울특별시 강동구 천호대로168길 25,분양,19990518,20090511,2,257,257,0,자치관리,개별난방,혼합식,코오롱건설,코오롱건설, ,자치관리,2.0,자치관리,4.0,,위탁관리,2.0,차량수거방식,위탁관리,12.0,"도포식,분무식",철근콘크리트구조,700,종합계약,위탁선임,P형,고가수조식,위탁관리,6.0,0.0,0.0,0.0,0.0,0.0,290,61.0,229.0,38.0,유,서울시 강동구 천호대로 168길 35,024886828,24856828.0,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",21,21.0,2,천호대로168길 25,0.0,127.1318221
2524,서울특별시,강동구,,성내동,A13484003,성내현대,아파트,서울특별시 강동구 성내동 30-2 성내현대,서울특별시 강동구 천호옛12길 27,분양,19871212,20090511,2,277,277,0,위탁관리,개별난방,복도식,현대산업개발(주),현대산업개발주식회사,서일개발(주),위탁관리,2.0,위탁관리,4.0,한국보안,위탁관리,2.0,기타,위탁관리,12.0,분무식,철골콘크리트구조,945,단일계약,위탁선임,P형,부스타방식,위탁관리,4.0,0.0,0.0,0.0,0.0,0.0,277,277.0,0.0,36.0,무,서울시강동구 천호옛12길 27,024747092,24746788.0,"관리사무소, 노인정, 어린이놀이터, 자전거보관소, 기타",11,11.0,0,천호옛12길 27,0.0,127.1271291
2525,서울특별시,강동구,,성내동,A10027354,올림픽파크한양수자인,아파트,서울특별시 강동구 성내동 547-1 올림픽파크한양수자인,,임대+분양,20160818,20161024,5,482,439,43,위탁관리,개별난방,계단식,(주)한양,미주아파트 재건축조합,우리관리(주),위탁관리,5.0,위탁관리,6.0,(주)시큐원,위탁관리,6.0,음식물쓰레기종량제,위탁관리,12.0,"도포식,분무식",철골철근콘크리트구조,2600,단일계약,상주선임,GR형,부스타방식,위탁관리,12.0,0.0,0.0,0.0,0.0,0.0,583,0.0,583.0,129.0,유,서울시 강동구 성내로 80,024719630,24719631.0,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",24,24.0,2,,0.0,0.0
2526,서울특별시,강동구,,천호동,A10027948,강동역신동아파밀리에,주상복합,서울특별시 강동구 천호동 447-17 강동역신동아파밀리에,서울특별시 강동구 천호대로 1089,분양,20150730,20150813,2,230,230,0,자치관리(직영),개별난방,타워형,신동아 건설(주),(주)포유, ,자치관리(직영),5.0,자치관리(직영),4.0,,자치관리(직영),3.0,음식물쓰레기종량제,위탁관리,4.0,"도포식,분무식,독이식",철골철근콘크리트구조,1950,종합계약,상주선임,GR형,부스타방식,위탁관리,4.0,0.0,0.0,0.0,0.0,0.0,364,0.0,364.0,92.0,유,서울시 강동구 천호대로 1089  강동 신동아 헤르셔 관리사무소,024707726,24707783.0,"관리사무소, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",41,41.0,4,천호대로 1089,0.0,127.0751644
2527,서울특별시,강동구,,천호동,A13402204,강변그대가리버뷰,아파트,서울특별시 강동구 천호동 568 강변그대가리버뷰,서울특별시 강동구 올림픽로89길 58,분양,20070216,20090511,5,225,225,0,위탁관리,개별난방,계단식,임광토건(주),(주)디씨엠하우징,서림주택관리(주),위탁관리,3.0,위탁관리,4.0,태영이앤씨,자치관리(직영),2.0,음식물쓰레기종량제,위탁관리,4.0,분무식,철골철근콘크리트구조,800,단일계약,위탁선임,GR형,부스타방식,위탁관리,0.0,0.0,9.0,0.0,0.0,0.0,265,111.0,154.0,63.0,유,서울특별시 올림픽로 89길 57번지 강변그대가리버뷰아파트,024822821,264072823.0,"관리사무소, 노인정, 어린이놀이터",15,15.0,1,올림픽로89길 58,0.0,127.1254203
2528,서울특별시,강동구,,천호동,A13402003,대우한강베네시티,주상복합,서울특별시 강동구 천호동 425-5 대우한강베네시티,서울특별시 강동구 올림픽로 664,분양,20070321,20090511,2,204,204,0,위탁관리,개별난방,복도식,대우건설,베네개발,주식회사 한빛종합관리,위탁관리,5.0,위탁관리,4.0,(주)한빛종합관리,위탁관리,4.0,음식물쓰레기종량제,위탁관리,12.0,"도포식,분무식,독이식",철근콘크리트구조,3100,단일계약,상주선임,R형,부스타방식,위탁관리,6.0,0.0,0.0,0.0,1.0,0.0,394,0.0,394.0,61.0,무,서울시 강동구 올림픽로664 대우한강베네시티 101동 9층 행복지원센터,0220419300,220419305.0,"관리사무소, 커뮤니티공간",22,22.0,7,올림픽로 664,0.0,127.1181368
2529,서울특별시,강동구,,천호동,A10026852,래미안강동팰리스,아파트,서울특별시 강동구 천호동 571 래미안강동팰리스,서울특별시 강동구 천호대로 1077,분양,20170731,20170903,3,999,999,0,위탁관리,개별난방,계단식,삼성물산,생보부동산신탁,우리관리(주),위탁관리,23.0,위탁관리,16.0,(주)에스텍시스템,위탁관리,14.0,음식물쓰레기종량제,위탁관리,4.0,분무식,철근콘크리트구조,5000,종합계약,상주선임,R형,부스타방식,위탁관리,14.0,3.0,0.0,0.0,3.0,0.0,1200,0.0,1200.0,305.0,유,서울시 강동구 천호대로 1077,024740991,24740988.0,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",45,45.0,5,천호대로 1077,0.0,127.0751644
2530,서울특별시,강동구,,천호동,A10023979,어바니엘 천호,도시형 생활주택(아파트),서울특별시 강동구 천호동 452-22 어바니엘 천호,,임대,20191031,20220113,1,182,182,0,위탁관리,개별난방,혼합식,(주)신화종합건설,코람코제72호전문투자형사모부동산투자유한회사,동우씨엠(주),위탁관리,3.0,기타,,,위탁관리,1.0,음식물쓰레기종량제,위탁관리,4.0,"도포식,분무식",철골철근콘크리트구조,1000,단일계약,위탁선임,GR형,부스타방식,위탁관리,1.0,0.0,0.0,1.0,0.0,0.0,108,4.0,104.0,77.0,유,서울특별시 강동구 천호대로 161길 21,0226460707,24740707.0,"관리사무소, 주민공동시설, 휴게시설, 커뮤니티공간, 자전거보관소",17,17.0,1,,0.0,0.0
2531,서울특별시,강동구,,천호동,A13402202,천호e-편한세상,아파트,서울특별시 강동구 천호동 333-55 천호e-편한세상,서울특별시 강동구 올림픽로81길 15,분양,20051028,20090511,2,150,150,0,위탁관리,개별난방,계단식, , ,국제경보산업(주),위탁관리,2.0,위탁관리,3.0,국제경보산업(주),위탁관리,1.0,음식물쓰레기종량제,위탁관리,12.0,도포식,철근콘크리트구조,600,단일계약,위탁선임,P형,부스타방식,위탁관리,0.0,0.0,6.0,0.0,0.0,0.0,198,27.0,171.0,34.0,무,서울 강동구 올림필로81길 15(천호동),024706787,24846788.0,"관리사무소, 노인정, 어린이놀이터",13,13.0,2,올림픽로81길 15,0.0,127.124989
2532,서울특별시,강동구,,천호동,A13486102,천호금호,아파트,서울특별시 강동구 천호동 44 천호금호,서울특별시 강동구 양재대로 1557,분양,19870613,20090511,1,232,232,0,자치관리,개별난방,복도식,금호건설,금호건설, ,자치관리,2.0,자치관리(직영),3.0,,자치관리(직영),1.0,거점장비수거방식,자치관리,6.0,-,철근콘크리트구조,400,단일계약,위탁선임,R형,고가수조식,위탁관리,2.0,0.0,0.0,0.0,0.0,0.0,37,11.0,26.0,16.0,무,서울시 강동구 양재대로1557,024724500,24737488.0,"관리사무소, 어린이놀이터, 자전거보관소",14,14.0,1,양재대로 1557,0.0,127.1441574
2533,서울특별시,강동구,,천호동,A13475001,천호동아코아,주상복합,서울특별시 강동구 천호동 563 천호동아코아,서울특별시 강동구 구천면로 189,임대+분양,19971231,20090922,1,192,128,64,자치관리,개별난방,복도식,동아건설,동아건설, ,자치관리,7.0,자치관리,2.0,,자치관리,2.0,차량수거방식,위탁관리,4.0,분무식,철근콘크리트구조,800,종합계약,위탁선임,기타,고가수조식,위탁관리,2.0,0.0,1.0,0.0,0.0,0.0,146,0.0,146.0,42.0,무,"서울시 강동구 구천면로189(천호동,동아코아아파트)",024758132,24758133.0,"관리사무소, 휴게시설, 자전거보관소",20,20.0,6,구천면로 189,0.0,127.1134486
2534,서울특별시,강동구,,천호동,A13486504,천호동아하이빌,아파트,서울특별시 강동구 천호동 217-132 천호동아하이빌,서울특별시 강동구 구천면로 278,분양,20000615,20090511,5,526,526,0,자치관리,개별난방,혼합식,동아건설산업(주),동아아파트재건축주택조합, ,자치관리,5.0,자치관리,6.0,,자치관리,5.0,,위탁관리,5.0,"도포식,분무식",철근콘크리트구조,1600,종합계약,상주선임,P형,고가수조식,위탁관리,12.0,0.0,0.0,0.0,0.0,0.0,543,121.0,422.0,84.0,무,강동구 구천면로 278(천호동),024735145,24735146.0,"관리사무소, 노인정, 보육시설, 어린이놀이터",25,25.0,3,구천면로 278,0.0,127.15741
2535,서울특별시,강동구,,천호동,A13402001,천호두산위브센티움,주상복합,서울특별시 강동구 천호동 414 천호두산위브센티움,서울특별시 강동구 올림픽로70길 61,분양,20040906,20090511,1,156,156,0,자치관리,개별난방,복도식,두산건설,희성, ,자치관리,5.0,자치관리(직영),4.0,,자치관리(직영),5.0,차량수거방식,위탁관리,5.0,분무식,철근콘크리트구조,500,종합계약,상주선임,R형,부스타방식,위탁관리,4.0,0.0,1.0,0.0,0.0,0.0,106,0.0,106.0,29.0,무,"서울시 강동구 올림픽로 70길 61 (천호동, 두산위브센티움)",024767783,24767860.0,"관리사무소, 휴게시설",8,8.0,5,올림픽로70길 61,0.0,127.1264162
2536,서울특별시,강동구,,천호동,A13402305,천호삼성아파트,아파트,서울특별시 강동구 천호동 528 천호삼성아파트,서울특별시 강동구 성안로25길 6,분양,19970526,20090511,3,396,396,0,위탁관리,개별난방,혼합식,삼성물산(주),삼성물산(주),세화종합관리(주),위탁관리,5.0,위탁관리,6.0,한국보안컨설팅,위탁관리,4.0,음식물쓰레기종량제,위탁관리,12.0,"도포식,분무식,독이식",철근콘크리트구조,1650,단일계약,상주선임,R형,고가수조식,위탁관리,9.0,0.0,0.0,0.0,0.0,0.0,502,190.0,312.0,112.0,무,서울시 강동구 성안로 25길 6,024878518,24878584.0,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",20,20.0,2,성안로25길 6,0.0,127.1337148
2537,서울특별시,강동구,,천호동,A13472201,천호삼성임대,아파트,서울특별시 강동구 천호동 528 천호삼성임대,서울특별시 강동구 성안로25길 15,임대,19970527,20110316,1,247,247,0,위탁관리,개별난방,복도식,삼성물산(주),삼성물산(주),(주)두온종합관리,위탁관리,2.5,위탁관리,2.0,(주)융성종합관리,위탁관리,1.0,차량수거방식,위탁관리,12.0,"분무식,독이식",철근콘크리트구조,550,단일계약,위탁선임,R형,부스타방식,위탁관리,3.0,0.0,0.0,0.0,0.0,0.0,125,65.0,60.0,23.0,무,서울 강동구 성안로25길 15(천호삼성아파트 제2관리사무소  104동 뒤),024764738,24764739.0,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",19,19.0,2,성안로25길 15,0.0,127.1337148
2538,서울특별시,강동구,,천호동,A13486701,천호삼익,아파트,서울특별시 강동구 천호동 288-5 천호삼익,서울특별시 강동구 상암로12길 13,분양,19971203,20090511,1,150,150,0,위탁관리,개별난방,혼합식,삼익건설(주),삼익건설(주),서림주택관리(주),위탁관리,2.0,위탁관리,4.0,남광개발(주),자치관리(직영),1.0,음식물쓰레기종량제,위탁관리,12.0,"분무식,기구부착식",철근콘크리트구조,610,단일계약,위탁선임,P형,고가수조식,위탁관리,4.0,0.0,0.0,0.0,0.0,0.0,152,31.0,121.0,28.0,무,강동구 상암로 12길 13,0262859993,262859993.0,"관리사무소, 노인정, 자전거보관소",15,15.0,2,상암로12길 13,0.0,127.1280777
2539,서울특별시,강동구,,천호동,A10023670,천호역한강청년주택,아파트,서울특별시 강동구 천호동 458-3 천호역한강청년주택,,임대,20210820,20220808,1,223,223,0,위탁관리,중앙난방,복도식,케이알산업,알이비에셋,건은,위탁관리,3.0,위탁관리,2.0,사람코퍼레이션,위탁관리,1.0,거점장비수거방식,위탁관리,12.0,-,철골철근콘크리트구조,990,종합계약,위탁선임,R형,압력탱크식,위탁관리,3.0,0.0,0.0,0.0,0.0,0.0,74,60.0,14.0,12.0,무,"서울시 강동구 천호대로 989. (천호동, 천호역한강청년주택)",0264723902,24861555.0,"관리사무소, 휴게시설, 커뮤니티공간, 자전거보관소",15,15.0,2,,0.0,0.0
2540,서울특별시,강동구,,천호동,A13402103,천호우성,아파트,서울특별시 강동구 천호동 19-1 천호우성,서울특별시 강동구 구천면로 366,분양,19850202,20090511,6,479,479,0,위탁관리,개별난방,혼합식,우성건설,우성건설,신한영주택관리(주),위탁관리,6.0,위탁관리,12.0,(유)와이번스,위탁관리,3.0,음식물쓰레기종량제,위탁관리,4.0,"도포식,분무식,기구부착식,독이식",철근콘크리트구조,1650,단일계약,상주선임,P형,부스타방식,위탁관리,14.0,0.0,0.0,0.0,0.0,0.0,342,342.0,0.0,0.0,무,서울시 강동구 구천면로 366,024712883,24712893.0,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",13,13.0,0,구천면로 366,0.0,127.1134486
2541,서울특별시,강동구,,천호동,A13486703,천호유원,아파트,서울특별시 강동구 천호동 287-9 천호유원,서울특별시 강동구 상암로12길 24,분양,19970826,20090511,1,174,174,0,위탁관리,개별난방,혼합식,유원건설,천호동연합주택조합,서림주택관리(주),위탁관리,2.0,위탁관리,2.0,세이프원,위탁관리,1.0,음식물쓰레기종량제,위탁관리,4.0,"도포식,분무식",철근콘크리트구조,115,단일계약,위탁선임,P형,부스타방식,위탁관리,5.0,0.0,0.0,0.0,0.0,0.0,155,10.0,145.0,44.0,무,서울 강동구 천호2동 287-9,024855315,264855315.0,"관리사무소, 어린이놀이터, 자전거보관소, 기타",18,18.0,2,상암로12길 24,0.0,127.1280777
2542,서울특별시,강동구,,천호동,A13486705,천호중앙하이츠,아파트,서울특별시 강동구 천호동 305 천호중앙하이츠,서울특별시 강동구 구천면로41길 79,분양,19981204,20090511,1,226,226,0,위탁관리,개별난방,혼합식,중앙건설,천호도화신흥연립재건축조합,대한종합개발(주),위탁관리,2.0,자치관리(직영),4.0,,위탁관리,2.0,기타,위탁관리,12.0,-,철근콘크리트구조,750,단일계약,위탁선임,P형,부스타방식,위탁관리,6.0,0.0,0.0,0.0,0.0,0.0,243,16.0,227.0,48.0,무,서울 강동구 구천면로 41길 79,024833045,264860994.0,"관리사무소, 노인정, 자전거보관소",16,16.0,3,구천면로41길 79,0.0,127.1328427
2543,서울특별시,강동구,,천호동,A13402002,천호태영,아파트,서울특별시 강동구 천호동 566 천호태영,서울특별시 강동구 천호대로 1055,분양,19991120,20090511,5,385,385,0,위탁관리,개별난방,혼합식,태영건설,태영건설,주식회사 동우개발,위탁관리,4.0,위탁관리,4.0,대한종합개발(주),위탁관리,4.0,음식물쓰레기종량제,위탁관리,12.0,독이식,철근콘크리트구조,1300,종합계약,상주선임,R형,고가수조식,위탁관리,8.0,0.0,0.0,0.0,0.0,0.0,435,59.0,376.0,76.0,무,서울특별시 강동구 천호대로 1055,024877430,24877431.0,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",24,24.0,0,천호대로 1055,0.0,127.0751644
2544,서울특별시,강동구,,천호동,A13402304,천호태영임대,아파트,서울특별시 강동구 천호동 566 천호태영임대,서울특별시 강동구 천호대로 1055,임대,19991121,20090511,1,264,264,0,위탁관리,개별난방,복도식,태영건설(주),태영건설(주),(주)두온종합관리,위탁관리,2.5,위탁관리,2.0,주식회사이데아그룹,위탁관리,1.0,음식물쓰레기종량제,위탁관리,12.0,"분무식,독이식",철근콘크리트구조,702,단일계약,위탁선임,P형,부스타방식,위탁관리,3.0,0.0,0.0,0.0,0.0,0.0,101,11.0,90.0,32.0,유,서울 강동구 천호대로 1055,024867213,24867214.0,"관리사무소, 노인정, 어린이놀이터",18,18.0,0,천호대로 1055,0.0,127.0751644
2545,서울특별시,강동구,,천호동,A13486601,천호한신,아파트,서울특별시 강동구 천호동 237 천호한신,서울특별시 강동구 구천면로42길 16,분양,19910330,20090511,2,224,224,0,자치관리,개별난방,복도식,(주)장안건설주택조합,한신공영, ,자치관리,3.0,위탁관리,4.0,태영건물종합관리,위탁관리,2.0,차량수거방식,위탁관리,4.0,"도포식,분무식",철근콘크리트구조,695,단일계약,위탁선임,P형,수도직결식,위탁관리,4.0,0.0,0.0,0.0,0.0,0.0,170,170.0,0.0,15.0,무,서울특별시 강동구 구천면로42길 16,024700181,24701681.0,"관리사무소, 노인정, 보육시설, 어린이놀이터, 휴게시설",15,15.0,1,구천면로42길 16,0.0,127.1350081
2546,서울특별시,강동구,,천호동,A13486401,천호현대,아파트,서울특별시 강동구 천호동 168-6 천호현대,서울특별시 강동구 진황도로 47-2,분양,19900531,20090511,2,156,156,0,위탁관리,개별난방,복도식,현대건설,아남산업주택조합,(주)한얼관리,위탁관리,2.0,위탁관리,2.0,(주)한얼관리,자치관리(직영),1.0,기타,위탁관리,12.0,도포식,철근콘크리트구조,515,단일계약,위탁선임,P형,부스타방식,위탁관리,2.0,0.0,0.0,0.0,0.0,0.0,100,100.0,0.0,16.0,무,강동구 천호동 진황도로 47-2길,024870371,264830371.0,"관리사무소, 어린이놀이터, 자전거보관소",12,12.0,1,진황도로 47-2,0.0,127.1441185
2547,서울특별시,강동구,,천호동,A13487102,천호현대타워,주상복합,서울특별시 강동구 천호동 565 천호현대타워,서울특별시 강동구 천호대로 1095,분양,19990202,20090511,1,185,185,0,자치관리,개별난방,복도식,현대산업개발,세원기공, ,자치관리,4.0,자치관리,2.0,,자치관리,2.0,차량수거방식,위탁관리,6.0,분무식,일반철골구조,1250,종합계약,위탁선임,P형,고가수조식,위탁관리,5.0,0.0,0.0,0.0,0.0,0.0,192,0.0,192.0,32.0,유,서울시 강동구 천호대로 1095(천호동),024858812,264025208.0,"관리사무소, 노인정",25,25.0,0,천호대로 1095,0.0,127.0751644
2548,서울특별시,강동구,,천호동,A10023695,힐데스하임천호아파트,아파트,서울특별시 강동구 천호동 0 힐데스하임천호아파트,서울특별시 강동구 올림픽로78길 30,임대+분양,20220729,20220816,2,188,156,32,위탁관리,지역난방,계단식,(주)원건설,천호2주택재건축정비사업조합,주식회사 원스톱서비스,위탁관리,3.0,위탁관리,2.0,원스톱서비스,위탁관리,3.0,음식물쓰레기종량제,위탁관리,12.0,분무식,철골철근콘크리트구조,950,종합계약,위탁선임,GR형,부스타방식,위탁관리,0.0,0.0,6.0,2.0,0.0,0.0,286,0.0,286.0,143.0,유,서울특별시 강동구 올림픽로 78길 30,024719070,24719071.0,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 자전거보관소",20,,4,올림픽로78길 30,0.0,127.1269839
2549,서울특별시,강동구,,강일동,A10024421,강동 리버스트 7단지 아파트,아파트,서울특별시 강동구 강일동 91 강동 리버스트 7단지 아파트,서울특별시 강동구 아리수로93가길 70,국민임대,20210223,20210223,2,1025,1025,0,위탁관리,지역난방,혼합식,화성산업(주),SH공사,태영건물종합관리 주식회사,위탁관리,8.0,위탁관리,6.0,남경종합관리,위탁관리,7.0,음식물쓰레기종량제,위탁관리,4.0,"도포식,분무식,기구부착식,독이식",철골철근콘크리트구조,2500,단일계약,상주선임,R형,부스타방식,위탁관리,26.0,0.0,0.0,0.0,0.0,0.0,933,60.0,873.0,301.0,유,서울시 강동구 아리수로 93가길 70,024294321,24294322.0,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",20,20.0,1,아리수로93가길 70,0.0,127.1734148
